"method","iteration","true_positives","false_positives","false_negatives","precision","recall","f1_score"
"ldm",239,0,0,4,0,0,0
"microbvs",239,0,4,4,0,0,0
"medzim",239,0,0,4,0,0,0
"npem",239,0,0,4,0,0,0
"ccmm",240,0,1,4,0,0,0
"ldm",240,0,2,4,0,0,0
"microbvs",240,2,8,2,0.2,0.5,0.285714285714286
"medzim",240,0,2,4,0,0,0
"npem",240,0,0,4,0,0,0
"ccmm",241,0,0,4,0,0,0
"ldm",241,1,2,3,0.333333333333333,0.25,0.285714285714286
"microbvs",241,2,2,2,0.5,0.5,0.5
"medzim",241,0,2,4,0,0,0
"npem",241,0,0,4,0,0,0
"ccmm",242,0,0,4,0,0,0
"ldm",242,0,1,4,0,0,0
"microbvs",242,3,10,1,0.230769230769231,0.75,0.352941176470588
"medzim",242,0,2,4,0,0,0
"npem",242,0,0,4,0,0,0
"ccmm",243,0,2,4,0,0,0
"ldm",243,0,1,4,0,0,0
"hima",243,0,0,4,0,0,0
"microbvs",243,1,4,3,0.2,0.25,0.222222222222222
"medzim",243,0,0,4,0,0,0
"npem",243,0,0,4,0,0,0
"ccmm",244,1,1,3,0.5,0.25,0.333333333333333
"ldm",244,0,1,4,0,0,0
"hima",244,0,0,4,0,0,0
"microbvs",244,3,8,1,0.272727272727273,0.75,0.4
"medzim",244,0,3,4,0,0,0
"npem",244,0,0,4,0,0,0
"ccmm",245,0,0,4,0,0,0
"ldm",245,0,1,4,0,0,0
"microbvs",245,0,4,4,0,0,0
"medzim",245,0,2,4,0,0,0
"npem",245,0,0,4,0,0,0
"ccmm",246,0,2,4,0,0,0
"ldm",246,0,1,4,0,0,0
"hima",246,0,0,4,0,0,0
"microbvs",246,1,3,3,0.25,0.25,0.25
"medzim",246,0,2,4,0,0,0
"npem",246,0,0,4,0,0,0
"ccmm",247,0,1,4,0,0,0
"ldm",247,0,1,4,0,0,0
"microbvs",247,1,3,3,0.25,0.25,0.25
"medzim",247,0,0,4,0,0,0
"npem",247,0,0,4,0,0,0
"ccmm",248,0,2,4,0,0,0
"ldm",248,0,3,4,0,0,0
"hima",248,0,0,4,0,0,0
"microbvs",248,3,13,1,0.1875,0.75,0.3
"medzim",248,2,3,2,0.4,0.5,0.444444444444444
"npem",248,0,0,4,0,0,0
"ccmm",249,0,0,4,0,0,0
"ldm",249,0,2,4,0,0,0
"hima",249,0,1,4,0,0,0
"microbvs",249,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",249,0,1,4,0,0,0
"npem",249,0,0,4,0,0,0
"ccmm",250,0,3,4,0,0,0
"ldm",250,0,1,4,0,0,0
"hima",250,0,0,4,0,0,0
"microbvs",250,1,3,3,0.25,0.25,0.25
"medzim",250,0,1,4,0,0,0
"npem",250,0,0,4,0,0,0
"ccmm",251,0,2,4,0,0,0
"ldm",251,0,0,4,0,0,0
"hima",251,0,0,4,0,0,0
"microbvs",251,1,3,3,0.25,0.25,0.25
"medzim",251,0,3,4,0,0,0
"npem",251,0,0,4,0,0,0
"ccmm",252,0,0,4,0,0,0
"ldm",252,0,2,4,0,0,0
"microbvs",252,0,4,4,0,0,0
"medzim",252,0,2,4,0,0,0
"npem",252,0,0,4,0,0,0
"ccmm",253,0,0,4,0,0,0
"ldm",253,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",253,0,0,4,0,0,0
"microbvs",253,1,3,3,0.25,0.25,0.25
"medzim",253,1,1,3,0.5,0.25,0.333333333333333
"npem",253,0,0,4,0,0,0
"ccmm",254,0,0,4,0,0,0
"ldm",254,0,1,4,0,0,0
"microbvs",254,1,3,3,0.25,0.25,0.25
"medzim",254,0,1,4,0,0,0
"npem",254,1,0,3,1,0.25,0.4
"ccmm",255,0,2,4,0,0,0
"ldm",255,1,1,3,0.5,0.25,0.333333333333333
"microbvs",255,0,6,4,0,0,0
"medzim",255,0,2,4,0,0,0
"npem",255,0,0,4,0,0,0
"ccmm",256,0,3,4,0,0,0
"ldm",256,0,1,4,0,0,0
"hima",256,0,0,4,0,0,0
"microbvs",256,3,6,1,0.333333333333333,0.75,0.461538461538462
"medzim",256,0,2,4,0,0,0
"npem",256,0,0,4,0,0,0
"ccmm",257,1,0,3,1,0.25,0.4
"ldm",257,1,2,3,0.333333333333333,0.25,0.285714285714286
"microbvs",257,1,3,3,0.25,0.25,0.25
"medzim",257,0,2,4,0,0,0
"npem",257,0,0,4,0,0,0
"ccmm",258,0,0,4,0,0,0
"ldm",258,0,2,4,0,0,0
"hima",258,0,0,4,0,0,0
"microbvs",258,1,3,3,0.25,0.25,0.25
"medzim",258,0,1,4,0,0,0
"npem",258,0,0,4,0,0,0
"ccmm",259,0,0,4,0,0,0
"ldm",259,0,1,4,0,0,0
"hima",259,0,0,4,0,0,0
"microbvs",259,3,11,1,0.214285714285714,0.75,0.333333333333333
"medzim",259,0,4,4,0,0,0
"npem",259,0,0,4,0,0,0
"ccmm",260,0,3,4,0,0,0
"ldm",260,0,1,4,0,0,0
"hima",260,0,1,4,0,0,0
"microbvs",260,2,3,2,0.4,0.5,0.444444444444444
"medzim",260,0,3,4,0,0,0
"npem",260,0,0,4,0,0,0
"ccmm",261,1,6,3,0.142857142857143,0.25,0.181818181818182
"ldm",261,1,4,3,0.2,0.25,0.222222222222222
"hima",261,0,1,4,0,0,0
"microbvs",261,0,4,4,0,0,0
"medzim",261,1,3,3,0.25,0.25,0.25
"npem",261,0,0,4,0,0,0
"ccmm",262,1,0,3,1,0.25,0.4
"ldm",262,1,0,3,1,0.25,0.4
"hima",262,0,0,4,0,0,0
"microbvs",262,3,7,1,0.3,0.75,0.428571428571428
"medzim",262,0,2,4,0,0,0
"npem",262,0,0,4,0,0,0
"ccmm",263,0,0,4,0,0,0
"ldm",263,1,1,3,0.5,0.25,0.333333333333333
"hima",263,0,0,4,0,0,0
"microbvs",263,0,5,4,0,0,0
"medzim",263,0,1,4,0,0,0
"npem",263,0,0,4,0,0,0
"ccmm",264,1,0,3,1,0.25,0.4
"ldm",264,0,1,4,0,0,0
"microbvs",264,0,5,4,0,0,0
"medzim",264,1,1,3,0.5,0.25,0.333333333333333
"npem",264,0,0,4,0,0,0
"ccmm",265,0,0,4,0,0,0
"ldm",265,1,2,3,0.333333333333333,0.25,0.285714285714286
"microbvs",265,2,3,2,0.4,0.5,0.444444444444444
"medzim",265,0,1,4,0,0,0
"npem",265,0,0,4,0,0,0
"ccmm",266,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",266,2,0,2,1,0.5,0.666666666666667
"hima",266,1,0,3,1,0.25,0.4
"microbvs",266,0,4,4,0,0,0
"medzim",266,1,4,3,0.2,0.25,0.222222222222222
"npem",266,0,0,4,0,0,0
"ccmm",267,1,1,3,0.5,0.25,0.333333333333333
"ldm",267,1,0,3,1,0.25,0.4
"microbvs",267,1,3,3,0.25,0.25,0.25
"medzim",267,0,3,4,0,0,0
"npem",267,0,0,4,0,0,0
"ccmm",268,0,1,4,0,0,0
"ldm",268,0,4,4,0,0,0
"microbvs",268,1,3,3,0.25,0.25,0.25
"medzim",268,0,3,4,0,0,0
"npem",268,0,0,4,0,0,0
"ccmm",269,0,3,4,0,0,0
"ldm",269,0,3,4,0,0,0
"microbvs",269,2,2,2,0.5,0.5,0.5
"medzim",269,0,2,4,0,0,0
"npem",269,0,0,4,0,0,0
"ccmm",270,0,1,4,0,0,0
"ldm",270,0,0,4,0,0,0
"hima",270,0,0,4,0,0,0
"microbvs",270,3,8,1,0.272727272727273,0.75,0.4
"medzim",270,0,1,4,0,0,0
"npem",270,0,0,4,0,0,0
"ccmm",271,0,1,4,0,0,0
"ldm",271,1,0,3,1,0.25,0.4
"hima",271,0,0,4,0,0,0
"microbvs",271,3,13,1,0.1875,0.75,0.3
"medzim",271,0,4,4,0,0,0
"npem",271,0,0,4,0,0,0
"ccmm",272,2,4,2,0.333333333333333,0.5,0.4
"ldm",272,2,0,2,1,0.5,0.666666666666667
"hima",272,1,0,3,1,0.25,0.4
"microbvs",272,0,4,4,0,0,0
"medzim",272,0,4,4,0,0,0
"npem",272,0,0,4,0,0,0
"ccmm",273,1,0,3,1,0.25,0.4
"ldm",273,0,1,4,0,0,0
"microbvs",273,1,3,3,0.25,0.25,0.25
"medzim",273,0,1,4,0,0,0
"npem",273,0,0,4,0,0,0
"ccmm",274,0,2,4,0,0,0
"ldm",274,1,1,3,0.5,0.25,0.333333333333333
"microbvs",274,4,9,0,0.307692307692308,1,0.470588235294118
"medzim",274,1,1,3,0.5,0.25,0.333333333333333
"npem",274,0,0,4,0,0,0
"ccmm",275,0,1,4,0,0,0
"ldm",275,0,1,4,0,0,0
"hima",275,0,0,4,0,0,0
"microbvs",275,1,3,3,0.25,0.25,0.25
"medzim",275,0,2,4,0,0,0
"npem",275,0,0,4,0,0,0
"ccmm",276,0,0,4,0,0,0
"ldm",276,0,2,4,0,0,0
"microbvs",276,1,3,3,0.25,0.25,0.25
"medzim",276,0,2,4,0,0,0
"npem",276,0,0,4,0,0,0
"ccmm",277,0,2,4,0,0,0
"ldm",277,0,0,4,0,0,0
"hima",277,0,0,4,0,0,0
"microbvs",277,1,3,3,0.25,0.25,0.25
"medzim",277,1,0,3,1,0.25,0.4
"npem",277,0,0,4,0,0,0
"ccmm",278,0,1,4,0,0,0
"ldm",278,0,2,4,0,0,0
"microbvs",278,0,4,4,0,0,0
"medzim",278,0,2,4,0,0,0
"npem",278,0,0,4,0,0,0
"ccmm",279,0,1,4,0,0,0
"ldm",279,0,2,4,0,0,0
"microbvs",279,0,4,4,0,0,0
"medzim",279,0,1,4,0,0,0
"npem",279,0,0,4,0,0,0
"ccmm",280,0,0,4,0,0,0
"ldm",280,0,2,4,0,0,0
"hima",280,0,0,4,0,0,0
"microbvs",280,2,2,2,0.5,0.5,0.5
"medzim",280,0,2,4,0,0,0
"npem",280,0,0,4,0,0,0
"ccmm",281,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",281,0,7,4,0,0,0
"hima",281,0,0,4,0,0,0
"microbvs",281,1,9,3,0.1,0.25,0.142857142857143
"medzim",281,0,5,4,0,0,0
"npem",281,0,0,4,0,0,0
"ccmm",282,0,1,4,0,0,0
"ldm",282,0,2,4,0,0,0
"hima",282,0,0,4,0,0,0
"microbvs",282,3,8,1,0.272727272727273,0.75,0.4
"medzim",282,0,7,4,0,0,0
"npem",282,0,0,4,0,0,0
"ccmm",283,1,1,3,0.5,0.25,0.333333333333333
"ldm",283,1,2,3,0.333333333333333,0.25,0.285714285714286
"hima",283,0,0,4,0,0,0
"microbvs",283,1,3,3,0.25,0.25,0.25
"medzim",283,0,2,4,0,0,0
"npem",283,0,0,4,0,0,0
"ccmm",284,0,1,4,0,0,0
"ldm",284,1,2,3,0.333333333333333,0.25,0.285714285714286
"hima",284,0,0,4,0,0,0
"microbvs",284,2,2,2,0.5,0.5,0.5
"medzim",284,0,3,4,0,0,0
"npem",284,0,0,4,0,0,0
"ccmm",285,1,0,3,1,0.25,0.4
"ldm",285,0,2,4,0,0,0
"microbvs",285,1,3,3,0.25,0.25,0.25
"medzim",285,0,3,4,0,0,0
"npem",285,0,0,4,0,0,0
"ccmm",286,0,2,4,0,0,0
"ldm",286,0,0,4,0,0,0
"microbvs",286,0,5,4,0,0,0
"medzim",286,0,0,4,0,0,0
"npem",286,0,0,4,0,0,0
"ccmm",287,0,1,4,0,0,0
"ldm",287,0,1,4,0,0,0
"hima",287,1,0,3,1,0.25,0.4
"microbvs",287,0,1,4,0,0,0
"medzim",287,1,2,3,0.333333333333333,0.25,0.285714285714286
"npem",287,0,0,4,0,0,0
"ccmm",288,0,0,4,0,0,0
"ldm",288,0,1,4,0,0,0
"microbvs",288,2,7,2,0.222222222222222,0.5,0.307692307692308
"medzim",288,0,0,4,0,0,0
"npem",288,0,0,4,0,0,0
"ccmm",289,1,4,3,0.2,0.25,0.222222222222222
"ldm",289,0,0,4,0,0,0
"hima",289,0,0,4,0,0,0
"microbvs",289,2,2,2,0.5,0.5,0.5
"medzim",289,0,0,4,0,0,0
"npem",289,0,0,4,0,0,0
"ccmm",290,0,0,4,0,0,0
"ldm",290,0,1,4,0,0,0
"microbvs",290,3,7,1,0.3,0.75,0.428571428571428
"medzim",290,0,1,4,0,0,0
"npem",290,0,0,4,0,0,0
"ccmm",291,1,1,3,0.5,0.25,0.333333333333333
"ldm",291,0,0,4,0,0,0
"microbvs",291,2,8,2,0.2,0.5,0.285714285714286
"medzim",291,0,0,4,0,0,0
"npem",291,0,0,4,0,0,0
"ccmm",292,0,0,4,0,0,0
"ldm",292,0,2,4,0,0,0
"microbvs",292,1,3,3,0.25,0.25,0.25
"medzim",292,0,1,4,0,0,0
"npem",292,0,0,4,0,0,0
"ccmm",293,0,3,4,0,0,0
"ldm",293,1,8,3,0.111111111111111,0.25,0.153846153846154
"hima",293,0,0,4,0,0,0
"microbvs",293,0,4,4,0,0,0
"medzim",293,0,2,4,0,0,0
"npem",293,0,0,4,0,0,0
"ccmm",294,0,1,4,0,0,0
"ldm",294,0,2,4,0,0,0
"hima",294,0,0,4,0,0,0
"microbvs",294,0,4,4,0,0,0
"medzim",294,0,3,4,0,0,0
"npem",294,0,0,4,0,0,0
"ccmm",295,0,0,4,0,0,0
"ldm",295,0,1,4,0,0,0
"microbvs",295,0,4,4,0,0,0
"medzim",295,0,2,4,0,0,0
"npem",295,0,0,4,0,0,0
"ccmm",296,0,2,4,0,0,0
"ldm",296,0,1,4,0,0,0
"hima",296,0,0,4,0,0,0
"microbvs",296,1,3,3,0.25,0.25,0.25
"medzim",296,0,2,4,0,0,0
"npem",296,0,0,4,0,0,0
"ccmm",297,0,1,4,0,0,0
"ldm",297,0,1,4,0,0,0
"microbvs",297,1,3,3,0.25,0.25,0.25
"medzim",297,0,0,4,0,0,0
"npem",297,0,0,4,0,0,0
"ccmm",298,0,2,4,0,0,0
"ldm",298,0,3,4,0,0,0
"hima",298,0,0,4,0,0,0
"microbvs",298,2,4,2,0.333333333333333,0.5,0.4
"medzim",298,1,3,3,0.25,0.25,0.25
"npem",298,0,0,4,0,0,0
"ccmm",299,0,0,4,0,0,0
"ldm",299,0,2,4,0,0,0
"hima",299,0,1,4,0,0,0
"microbvs",299,2,8,2,0.2,0.5,0.285714285714286
"medzim",299,0,1,4,0,0,0
"npem",299,0,0,4,0,0,0
"ccmm",300,0,3,4,0,0,0
"ldm",300,0,1,4,0,0,0
"hima",300,0,0,4,0,0,0
"microbvs",300,1,3,3,0.25,0.25,0.25
"medzim",300,0,1,4,0,0,0
"npem",300,0,0,4,0,0,0
"ccmm",301,0,1,4,0,0,0
"ldm",301,0,1,4,0,0,0
"hima",301,0,0,4,0,0,0
"microbvs",301,1,3,3,0.25,0.25,0.25
"medzim",301,0,4,4,0,0,0
"npem",301,0,0,4,0,0,0
"ccmm",302,1,5,3,0.166666666666667,0.25,0.2
"ldm",302,0,1,4,0,0,0
"hima",302,0,0,4,0,0,0
"microbvs",302,0,4,4,0,0,0
"medzim",302,0,4,4,0,0,0
"npem",302,0,0,4,0,0,0
"ccmm",303,0,4,4,0,0,0
"ldm",303,2,0,2,1,0.5,0.666666666666667
"hima",303,0,1,4,0,0,0
"microbvs",303,1,3,3,0.25,0.25,0.25
"medzim",303,1,10,3,0.0909090909090909,0.25,0.133333333333333
"npem",303,0,0,4,0,0,0
"ccmm",304,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",304,2,0,2,1,0.5,0.666666666666667
"hima",304,0,0,4,0,0,0
"microbvs",304,1,3,3,0.25,0.25,0.25
"medzim",304,0,5,4,0,0,0
"npem",304,0,0,4,0,0,0
"ccmm",305,0,1,4,0,0,0
"ldm",305,0,2,4,0,0,0
"hima",305,0,0,4,0,0,0
"microbvs",305,1,4,3,0.2,0.25,0.222222222222222
"medzim",305,0,0,4,0,0,0
"npem",305,0,0,4,0,0,0
"ccmm",306,1,3,3,0.25,0.25,0.25
"ldm",306,2,1,2,0.666666666666667,0.5,0.571428571428572
"microbvs",306,1,5,3,0.166666666666667,0.25,0.2
"medzim",306,0,9,4,0,0,0
"npem",306,0,0,4,0,0,0
"ccmm",307,0,2,4,0,0,0
"ldm",307,0,1,4,0,0,0
"hima",307,0,0,4,0,0,0
"microbvs",307,3,9,1,0.25,0.75,0.375
"medzim",307,0,0,4,0,0,0
"npem",307,0,0,4,0,0,0
"ccmm",308,0,0,4,0,0,0
"ldm",308,0,1,4,0,0,0
"hima",308,0,0,4,0,0,0
"microbvs",308,2,14,2,0.125,0.5,0.2
"medzim",308,0,1,4,0,0,0
"npem",308,0,0,4,0,0,0
"ccmm",309,0,0,4,0,0,0
"ldm",309,0,2,4,0,0,0
"hima",309,0,0,4,0,0,0
"microbvs",309,2,11,2,0.153846153846154,0.5,0.235294117647059
"medzim",309,0,2,4,0,0,0
"npem",309,0,0,4,0,0,0
"ccmm",310,0,1,4,0,0,0
"ldm",310,0,2,4,0,0,0
"microbvs",310,4,13,0,0.235294117647059,1,0.380952380952381
"medzim",310,0,3,4,0,0,0
"npem",310,0,0,4,0,0,0
"ccmm",311,0,1,4,0,0,0
"ldm",311,0,2,4,0,0,0
"hima",311,0,0,4,0,0,0
"microbvs",311,0,4,4,0,0,0
"medzim",311,0,0,4,0,0,0
"npem",311,0,0,4,0,0,0
"ccmm",312,0,0,4,0,0,0
"ldm",312,0,5,4,0,0,0
"hima",312,0,0,4,0,0,0
"microbvs",312,1,3,3,0.25,0.25,0.25
"medzim",312,0,2,4,0,0,0
"npem",312,0,0,4,0,0,0
"ccmm",313,0,1,4,0,0,0
"ldm",313,0,0,4,0,0,0
"microbvs",313,2,10,2,0.166666666666667,0.5,0.25
"medzim",313,0,0,4,0,0,0
"npem",313,0,0,4,0,0,0
"ccmm",314,2,3,2,0.4,0.5,0.444444444444444
"ldm",314,2,0,2,1,0.5,0.666666666666667
"hima",314,1,0,3,1,0.25,0.4
"microbvs",314,1,10,3,0.0909090909090909,0.25,0.133333333333333
"medzim",314,2,0,2,1,0.5,0.666666666666667
"npem",314,1,1,3,0.5,0.25,0.333333333333333
"ccmm",315,0,0,4,0,0,0
"ldm",315,0,4,4,0,0,0
"microbvs",315,1,9,3,0.1,0.25,0.142857142857143
"medzim",315,0,3,4,0,0,0
"npem",315,0,0,4,0,0,0
"ccmm",316,2,1,2,0.666666666666667,0.5,0.571428571428572
"ldm",316,1,4,3,0.2,0.25,0.222222222222222
"microbvs",316,0,4,4,0,0,0
"medzim",316,0,0,4,0,0,0
"npem",316,0,0,4,0,0,0
"ccmm",317,0,0,4,0,0,0
"ldm",317,0,1,4,0,0,0
"microbvs",317,1,9,3,0.1,0.25,0.142857142857143
"medzim",317,1,1,3,0.5,0.25,0.333333333333333
"npem",317,0,0,4,0,0,0
"ccmm",318,3,6,1,0.333333333333333,0.75,0.461538461538462
"ldm",318,2,0,2,1,0.5,0.666666666666667
"hima",318,1,1,3,0.5,0.25,0.333333333333333
"microbvs",318,0,5,4,0,0,0
"medzim",318,2,0,2,1,0.5,0.666666666666667
"npem",318,0,0,4,0,0,0
"ccmm",319,2,0,2,1,0.5,0.666666666666667
"ldm",319,0,1,4,0,0,0
"hima",319,0,0,4,0,0,0
"microbvs",319,2,8,2,0.2,0.5,0.285714285714286
"medzim",319,0,1,4,0,0,0
"npem",319,0,1,4,0,0,0
"ccmm",320,1,3,3,0.25,0.25,0.25
"ldm",320,2,8,2,0.2,0.5,0.285714285714286
"hima",320,0,0,4,0,0,0
"microbvs",320,1,5,3,0.166666666666667,0.25,0.2
"medzim",320,0,1,4,0,0,0
"npem",320,0,0,4,0,0,0
"ccmm",321,0,0,4,0,0,0
"ldm",321,0,2,4,0,0,0
"hima",321,0,0,4,0,0,0
"microbvs",321,1,3,3,0.25,0.25,0.25
"medzim",321,0,2,4,0,0,0
"npem",321,0,0,4,0,0,0
"ccmm",322,0,2,4,0,0,0
"ldm",322,1,2,3,0.333333333333333,0.25,0.285714285714286
"hima",322,0,0,4,0,0,0
"microbvs",322,2,2,2,0.5,0.5,0.5
"medzim",322,0,0,4,0,0,0
"npem",322,0,0,4,0,0,0
"ccmm",323,0,2,4,0,0,0
"ldm",323,0,1,4,0,0,0
"hima",323,0,0,4,0,0,0
"microbvs",323,1,9,3,0.1,0.25,0.142857142857143
"medzim",323,0,5,4,0,0,0
"npem",323,0,0,4,0,0,0
"ccmm",324,1,3,3,0.25,0.25,0.25
"ldm",324,1,3,3,0.25,0.25,0.25
"hima",324,0,0,4,0,0,0
"microbvs",324,1,4,3,0.2,0.25,0.222222222222222
"medzim",324,1,2,3,0.333333333333333,0.25,0.285714285714286
"npem",324,0,0,4,0,0,0
"ccmm",325,1,5,3,0.166666666666667,0.25,0.2
"ldm",325,2,3,2,0.4,0.5,0.444444444444444
"hima",325,0,1,4,0,0,0
"microbvs",325,0,4,4,0,0,0
"medzim",325,0,15,4,0,0,0
"npem",325,0,0,4,0,0,0
"ccmm",326,0,3,4,0,0,0
"ldm",326,0,2,4,0,0,0
"microbvs",326,0,4,4,0,0,0
"medzim",326,0,0,4,0,0,0
"npem",326,0,1,4,0,0,0
"ccmm",327,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",327,2,0,2,1,0.5,0.666666666666667
"hima",327,0,0,4,0,0,0
"microbvs",327,0,4,4,0,0,0
"medzim",327,0,1,4,0,0,0
"npem",327,0,1,4,0,0,0
"ccmm",328,0,0,4,0,0,0
"ldm",328,0,4,4,0,0,0
"hima",328,0,0,4,0,0,0
"microbvs",328,2,4,2,0.333333333333333,0.5,0.4
"medzim",328,0,2,4,0,0,0
"npem",328,0,0,4,0,0,0
"ccmm",329,1,3,3,0.25,0.25,0.25
"ldm",329,0,3,4,0,0,0
"hima",329,0,0,4,0,0,0
"microbvs",329,2,3,2,0.4,0.5,0.444444444444444
"medzim",329,0,0,4,0,0,0
"npem",329,0,0,4,0,0,0
"ccmm",330,0,5,4,0,0,0
"ldm",330,0,1,4,0,0,0
"hima",330,0,0,4,0,0,0
"microbvs",330,0,4,4,0,0,0
"medzim",330,0,2,4,0,0,0
"npem",330,0,0,4,0,0,0
"ccmm",331,1,3,3,0.25,0.25,0.25
"ldm",331,2,0,2,1,0.5,0.666666666666667
"hima",331,0,0,4,0,0,0
"microbvs",331,1,3,3,0.25,0.25,0.25
"medzim",331,2,5,2,0.285714285714286,0.5,0.363636363636364
"npem",331,0,0,4,0,0,0
"ccmm",332,1,4,3,0.2,0.25,0.222222222222222
"ldm",332,0,1,4,0,0,0
"hima",332,0,0,4,0,0,0
"microbvs",332,1,3,3,0.25,0.25,0.25
"medzim",332,0,0,4,0,0,0
"npem",332,0,0,4,0,0,0
"ccmm",333,0,1,4,0,0,0
"ldm",333,2,1,2,0.666666666666667,0.5,0.571428571428572
"hima",333,0,0,4,0,0,0
"microbvs",333,1,3,3,0.25,0.25,0.25
"medzim",333,1,2,3,0.333333333333333,0.25,0.285714285714286
"npem",333,0,0,4,0,0,0
"ccmm",334,0,1,4,0,0,0
"ldm",334,0,6,4,0,0,0
"hima",334,0,0,4,0,0,0
"microbvs",334,1,3,3,0.25,0.25,0.25
"medzim",334,0,5,4,0,0,0
"npem",334,0,0,4,0,0,0
"ccmm",335,0,0,4,0,0,0
"ldm",335,0,7,4,0,0,0
"hima",335,0,0,4,0,0,0
"microbvs",335,3,8,1,0.272727272727273,0.75,0.4
"medzim",335,0,5,4,0,0,0
"npem",335,0,0,4,0,0,0
"ccmm",336,0,4,4,0,0,0
"ldm",336,1,1,3,0.5,0.25,0.333333333333333
"hima",336,0,0,4,0,0,0
"microbvs",336,1,9,3,0.1,0.25,0.142857142857143
"medzim",336,0,0,4,0,0,0
"npem",336,0,0,4,0,0,0
"ccmm",337,0,2,4,0,0,0
"ldm",337,0,1,4,0,0,0
"hima",337,0,0,4,0,0,0
"microbvs",337,1,3,3,0.25,0.25,0.25
"medzim",337,0,1,4,0,0,0
"npem",337,0,0,4,0,0,0
"ccmm",338,0,2,4,0,0,0
"ldm",338,2,3,2,0.4,0.5,0.444444444444444
"microbvs",338,1,10,3,0.0909090909090909,0.25,0.133333333333333
"medzim",338,0,11,4,0,0,0
"npem",338,0,0,4,0,0,0
"ccmm",339,1,4,3,0.2,0.25,0.222222222222222
"ldm",339,0,1,4,0,0,0
"hima",339,0,0,4,0,0,0
"microbvs",339,2,3,2,0.4,0.5,0.444444444444444
"medzim",339,0,0,4,0,0,0
"npem",339,0,0,4,0,0,0
"ccmm",340,1,1,3,0.5,0.25,0.333333333333333
"ldm",340,0,3,4,0,0,0
"microbvs",340,1,3,3,0.25,0.25,0.25
"medzim",340,0,1,4,0,0,0
"npem",340,0,0,4,0,0,0
"ccmm",341,0,2,4,0,0,0
"ldm",341,0,6,4,0,0,0
"hima",341,0,0,4,0,0,0
"microbvs",341,2,9,2,0.181818181818182,0.5,0.266666666666667
"medzim",341,0,1,4,0,0,0
"npem",341,0,0,4,0,0,0
"ccmm",342,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",342,0,1,4,0,0,0
"hima",342,0,1,4,0,0,0
"microbvs",342,0,4,4,0,0,0
"medzim",342,0,0,4,0,0,0
"npem",342,0,0,4,0,0,0
"ccmm",343,0,0,4,0,0,0
"ldm",343,0,1,4,0,0,0
"hima",343,0,0,4,0,0,0
"microbvs",343,0,5,4,0,0,0
"medzim",343,0,1,4,0,0,0
"npem",343,0,0,4,0,0,0
"ccmm",344,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",344,2,0,2,1,0.5,0.666666666666667
"hima",344,1,0,3,1,0.25,0.4
"microbvs",344,1,3,3,0.25,0.25,0.25
"medzim",344,0,12,4,0,0,0
"npem",344,0,0,4,0,0,0
"ccmm",345,0,0,4,0,0,0
"ldm",345,0,1,4,0,0,0
"hima",345,0,0,4,0,0,0
"microbvs",345,1,4,3,0.2,0.25,0.222222222222222
"medzim",345,0,1,4,0,0,0
"npem",345,0,0,4,0,0,0
"ccmm",346,1,2,3,0.333333333333333,0.25,0.285714285714286
"ldm",346,2,0,2,1,0.5,0.666666666666667
"microbvs",346,2,2,2,0.5,0.5,0.5
"medzim",346,0,7,4,0,0,0
"npem",346,0,0,4,0,0,0
"ccmm",347,0,2,4,0,0,0
"ldm",347,0,4,4,0,0,0
"hima",347,0,0,4,0,0,0
"microbvs",347,0,4,4,0,0,0
"medzim",347,0,4,4,0,0,0
"npem",347,0,0,4,0,0,0
"ccmm",348,0,0,4,0,0,0
"ldm",348,0,2,4,0,0,0
"hima",348,0,0,4,0,0,0
"microbvs",348,3,9,1,0.25,0.75,0.375
"medzim",348,0,1,4,0,0,0
"npem",348,0,0,4,0,0,0
"ccmm",349,1,4,3,0.2,0.25,0.222222222222222
"ldm",349,0,2,4,0,0,0
"hima",349,0,1,4,0,0,0
"microbvs",349,0,4,4,0,0,0
"medzim",349,0,2,4,0,0,0
"npem",349,0,0,4,0,0,0
"ccmm",350,0,1,4,0,0,0
"ldm",350,0,1,4,0,0,0
"hima",350,0,0,4,0,0,0
"microbvs",350,2,8,2,0.2,0.5,0.285714285714286
"medzim",350,0,1,4,0,0,0
"npem",350,0,0,4,0,0,0
"ccmm",351,1,0,3,1,0.25,0.4
"ldm",351,2,0,2,1,0.5,0.666666666666667
"hima",351,0,0,4,0,0,0
"microbvs",351,1,4,3,0.2,0.25,0.222222222222222
"medzim",351,0,11,4,0,0,0
"npem",351,0,0,4,0,0,0
"ccmm",352,0,0,4,0,0,0
"ldm",352,0,2,4,0,0,0
"hima",352,0,0,4,0,0,0
"microbvs",352,0,4,4,0,0,0
"medzim",352,0,2,4,0,0,0
"npem",352,0,0,4,0,0,0
"ccmm",353,0,0,4,0,0,0
"ldm",353,0,3,4,0,0,0
"hima",353,0,1,4,0,0,0
